Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,12-17-2010,1891034.93,0,50,2.87,211.405,7.838
1,12-24-2010,2387950.2,0,52,2.89,211.405,7.838
1,12-31-2010,1367320.01,1,48,2.94,211.405,7.838
1,01-07-2011,1444732.28,0,48,2.98,211.405,7.742
1,01-14-2011,1391013.96,0,35,2.98,211.457,7.742
1,01-21-2011,1327405.42,0,44,3.02,211.827,7.742
1,01-28-2011,1316899.31,0,44,3.01,212.197,7.742
1,02-04-2011,1606629.58,0,42,2.99,212.567,7.742
1,02-11-2011,1649614.93,1,36,3.02,212.937,7.742
1,02-18-2011,1686842.78,0,57,3.04,213.248,7.742
1,02-25-2011,1456800.28,0,63,3.06,213.536,7.742
1,03-04-2011,1636263.41,0,60,3.29,213.823,7.742
1,03-11-2011,1553191.63,0,54,3.46,214.111,7.742
1,03-18-2011,1576818.06,0,63,3.49,214.363,7.742
1,03-25-2011,1541102.38,0,70,3.47,214.6,7.742
1,04-01-2011,1495064.75,0,59,3.52,214.837,7.682
1,04-08-2011,1614259.35,0,68,3.62,215.074,7.682
1,04-15-2011,1559889.0,0,71,3.74,215.292,7.682
1,04-22-2011,1564819.81,0,73,3.81,215.46,7.682
1,04-29-2011,1455090.69,0,72,3.81,215.628,7.682
1,05-06-2011,1629391.28,0,65,3.91,215.796,7.682
1,05-13-2011,1604775.58,0,76,3.9,215.964,7.682
1,05-20-2011,1428218.27,0,68,3.91,215.734,7.682
1,05-27-2011,1466046.67,0,78,3.79,215.504,7.682
1,06-03-2011,1635078.41,0,83,3.7,215.274,7.682
1,06-10-2011,1588948.32,0,83,3.65,215.044,7.682
1,06-17-2011,1532114.86,0,86,3.64,214.998,7.682
1,06-24-2011,1438830.15,0,84,3.59,215.091,7.682
1,07-01-2011,1488538.09,0,86,3.52,215.184,7.962
1,07-08-2011,1534849.64,0,86,3.48,215.277,7.962
1,07-15-2011,1455119.97,0,89,3.58,215.361,7.962
1,07-22-2011,1396926.82,0,86,3.65,215.422,7.962
1,07-29-2011,1352219.79,0,87,3.68,215.483,7.962
1,08-05-2011,1624383.75,0,92,3.68,215.545,7.962
1,08-12-2011,1525147.09,0,91,3.64,215.606,7.962
1,08-19-2011,1530761.43,0,90,3.55,215.669,7.962
1,08-26-2011,1464693.46,0,88,3.52,215.733,7.962
1,09-02-2011,1550229.22,0,88,3.53,215.797,7.962
1,09-09-2011,1540471.24,1,76,3.55,215.861,7.962
1,09-16-2011,1514259.78,0,80,3.53,216.041,7.962
1,09-23-2011,1380020.27,0,76,3.47,216.376,7.962
1,09-30-2011,1394561.83,0,80,3.36,216.711,7.962
1,10-07-2011,1630989.95,0,69,3.28,217.045,7.866
1,10-14-2011,1493525.93,0,72,3.27,217.355,7.866
1,10-21-2011,1502562.78,0,64,3.35,217.516,7.866
1,10-28-2011,1445249.09,0,67,3.37,217.677,7.866
1,11-04-2011,1697229.58,0,55,3.33,217.837,7.866
1,11-11-2011,1594938.89,0,59,3.3,217.998,7.866
1,11-18-2011,1539483.7,0,62,3.31,218.221,7.866
1,11-25-2011,2033320.66,1,60,3.24,218.468,7.866
1,12-02-2011,1584083.95,0,49,3.17,218.715,7.866
1,12-09-2011,1799682.38,0,44,3.16,218.962,7.866
1,12-16-2011,1881176.67,0,52,3.16,219.179,7.866
1,12-23-2011,2270188.99,0,48,3.11,219.358,7.866
1,12-30-2011,1497462.72,1,45,3.13,219.536,7.866
1,01-06-2012,1550369.92,0,49,3.16,219.714,7.348
1,01-13-2012,1459601.17,0,49,3.26,219.893,7.348
1,01-20-2012,1394393.84,0,54,3.27,219.986,7.348
1,01-27-2012,1319325.59,0,54,3.29,220.079,7.348
1,02-03-2012,1636339.65,0,57,3.36,220.172,7.348
1,02-10-2012,1802477.43,1,48,3.41,220.265,7.348
1,02-17-2012,1819870.0,0,45,3.51,220.426,7.348
1,02-24-2012,1539387.83,0,57,3.56,220.637,7.348
1,03-02-2012,1688420.76,0,61,3.63,220.848,7.348
1,03-09-2012,1675431.16,0,59,3.67,221.059,7.348
1,03-16-2012,1677472.78,0,65,3.73,221.212,7.348
1,03-23-2012,1511068.07,0,66,3.79,221.286,7.348
1,03-30-2012,1649604.63,0,68,3.84,221.361,7.348
1,04-06-2012,1899676.88,0,70,3.89,221.436,7.143
1,04-13-2012,1621031.7,0,69,3.89,221.51,7.143
1,04-20-2012,1521577.87,0,67,3.88,221.564,7.143
1,04-27-2012,1468928.37,0,67,3.81,221.618,7.143
1,05-04-2012,1684519.99,0,76,3.75,221.672,7.143
1,05-11-2012,1611096.05,0,74,3.69,221.726,7.143
1,05-18-2012,1595901.87,0,70,3.63,221.743,7.143
1,05-25-2012,1555444.55,0,77,3.56,221.745,7.143
1,06-01-2012,1624477.58,0,78,3.5,221.747,7.143
1,06-08-2012,1697230.96,0,78,3.45,221.749,7.143
1,06-15-2012,1630607.0,0,79,3.39,221.763,7.143
1,06-22-2012,1527845.81,0,78,3.35,221.803,7.143
1,06-29-2012,1540421.49,0,85,3.29,221.843,7.143
1,07-06-2012,1769854.16,0,82,3.23,221.884,6.908
1,07-13-2012,1527014.04,0,77,3.26,221.924,6.908
1,07-20-2012,1497954.76,0,80,3.31,221.933,6.908
1,07-27-2012,1439123.71,0,83,3.41,221.941,6.908
1,08-03-2012,1631135.79,0,86,3.42,221.95,6.908
1,08-10-2012,1592409.97,0,85,3.49,221.958,6.908
1,08-17-2012,1597868.05,0,85,3.57,222.038,6.908
1,08-24-2012,1494122.38,0,78,3.62,222.172,6.908
1,08-31-2012,1582083.4,0,80,3.64,222.305,6.908
1,09-07-2012,1661767.33,1,84,3.73,222.439,6.908
1,09-14-2012,1517428.87,0,75,3.72,222.582,6.908
1,09-21-2012,1506126.06,0,70,3.72,222.782,6.908
1,09-28-2012,1437059.26,0,76,3.67,222.982,6.908
1,10-05-2012,1670785.97,0,69,3.62,223.181,6.573
1,10-12-2012,1573072.81,0,63,3.6,223.381,6.573
1,10-19-2012,1508068.77,0,68,3.59,223.426,6.573
1,10-26-2012,1493659.74,0,69,3.51,223.444,6.573
2,02-05-2010,2136989.46,0,40,2.57,210.753,8.324
2,02-12-2010,2137809.5,1,38,2.55,210.898,8.324
2,02-19-2010,2124451.54,0,40,2.51,210.945,8.324
2,02-26-2010,1865097.27,0,46,2.56,210.976,8.324
2,03-05-2010,1991013.13,0,47,2.62,211.007,8.324
2,03-12-2010,1990483.78,0,58,2.67,211.038,8.324
2,03-19-2010,1946070.88,0,55,2.72,210.873,8.324
2,03-26-2010,1750197.81,0,51,2.73,210.677,8.324
2,04-02-2010,2066187.72,0,63,2.72,210.48,8.2
2,04-09-2010,1954689.21,0,65,2.77,210.283,8.2
2,04-16-2010,1874957.94,0,68,2.81,210.15,8.2
2,04-23-2010,1821990.93,0,65,2.8,210.1,8.2
2,04-30-2010,1802450.29,0,67,2.78,210.051,8.2
2,05-07-2010,2042581.71,0,71,2.84,210.001,8.2
2,05-14-2010,1880752.36,0,73,2.85,209.998,8.2
2,05-21-2010,1896937.1,0,75,2.83,210.277,8.2
2,05-28-2010,1957113.89,0,81,2.76,210.555,8.2
2,06-04-2010,2102539.93,0,82,2.7,210.834,8.2
2,06-11-2010,2025538.76,0,83,2.67,211.112,8.2
2,06-18-2010,2001636.96,0,86,2.64,211.11,8.2
2,06-25-2010,1939927.09,0,86,2.65,210.995,8.2
2,07-02-2010,2003940.64,0,83,2.67,210.88,8.099
2,07-09-2010,1880902.62,0,83,2.64,210.766,8.099
2,07-16-2010,1845879.79,0,85,2.62,210.758,8.099
2,07-23-2010,1781717.71,0,88,2.61,210.892,8.099
2,07-30-2010,1804246.16,0,83,2.64,211.026,8.099
2,08-06-2010,1991909.98,0,90,2.63,211.161,8.099
2,08-13-2010,1895601.05,0,89,2.69,211.295,8.099
2,08-20-2010,1964335.23,0,89,2.66,211.26,8.099
2,08-27-2010,1863840.49,0,87,2.62,211.224,8.099
2,09-03-2010,1904608.09,0,82,2.58,211.189,8.099
2,09-10-2010,1839128.83,1,79,2.56,211.153,8.099
2,09-17-2010,1793903.6,0,82,2.58,211.181,8.099
2,09-24-2010,1724557.22,0,82,2.62,211.255,8.099
2,10-01-2010,1827440.43,0,69,2.6,211.33,8.163
2,10-08-2010,1849921.44,0,63,2.63,211.404,8.163
2,10-15-2010,1794355.49,0,66,2.72,211.471,8.163
2,10-22-2010,1737947.64,0,68,2.72,211.519,8.163
2,10-29-2010,1802755.11,0,66,2.72,211.566,8.163
2,11-05-2010,1939061.41,0,58,2.69,211.614,8.163
2,11-12-2010,1916812.74,0,60,2.73,211.661,8.163
2,11-19-2010,1956739.17,0,51,2.77,211.547,8.163
2,11-26-2010,2658725.29,1,63,2.74,211.406,8.163
2,12-03-2010,2015781.27,0,49,2.71,211.266,8.163
2,12-10-2010,2378726.55,0,46,2.84,211.125,8.163
2,12-17-2010,2609166.75,0,48,2.87,211.065,8.163
2,12-24-2010,3436007.68,0,50,2.89,211.065,8.163
2,12-31-2010,1750434.55,1,47,2.94,211.065,8.163
2,01-07-2011,1758050.79,0,45,2.98,211.065,8.028
2,01-14-2011,1744193.58,0,33,2.98,211.118,8.028
2,01-21-2011,1751384.9,0,41,3.02,211.486,8.028
2,01-28-2011,1695371.68,0,43,3.01,211.855,8.028
2,02-04-2011,1929346.23,0,38,2.99,212.224,8.028
2,02-11-2011,2168041.61,1,33,3.02,212.593,8.028
2,02-18-2011,2080884.82,0,58,3.04,212.903,8.028
2,02-25-2011,1833511.08,0,61,3.06,213.19,8.028
2,03-04-2011,1981607.78,0,58,3.29,213.478,8.028
2,03-11-2011,1879107.31,0,53,3.46,213.765,8.028
2,03-18-2011,1902557.66,0,62,3.49,214.016,8.028
2,03-25-2011,1766162.05,0,69,3.47,214.252,8.028
2,04-01-2011,1800171.36,0,55,3.52,214.489,7.931
2,04-08-2011,1847552.61,0,67,3.62,214.725,7.931
2,04-15-2011,1856467.84,0,69,3.74,214.942,7.931
2,04-22-2011,1886339.6,0,69,3.81,215.11,7.931
2,04-29-2011,1745545.28,0,69,3.81,215.277,7.931
2,05-06-2011,1837743.6,0,61,3.91,215.445,7.931
2,05-13-2011,1838513.07,0,75,3.9,215.612,7.931
2,05-20-2011,1688281.86,0,67,3.91,215.383,7.931
2,05-27-2011,1797732.56,0,76,3.79,215.154,7.931
2,06-03-2011,1933756.21,0,83,3.7,214.925,7.931
2,06-10-2011,1929153.16,0,83,3.65,214.696,7.931
2,06-17-2011,1953771.99,0,87,3.64,214.651,7.931
2,06-24-2011,1790925.8,0,85,3.59,214.744,7.931
2,07-01-2011,1866243.0,0,86,3.52,214.837,7.852
2,07-08-2011,1853161.99,0,88,3.48,214.93,7.852
2,07-15-2011,1785187.29,0,90,3.58,215.013,7.852
2,07-22-2011,1743816.41,0,89,3.65,215.075,7.852
2,07-29-2011,1680693.06,0,90,3.68,215.136,7.852
2,08-05-2011,1876704.26,0,93,3.68,215.198,7.852
2,08-12-2011,1812768.26,0,92,3.64,215.259,7.852
2,08-19-2011,1844094.59,0,90,3.55,215.323,7.852
2,08-26-2011,1821139.91,0,90,3.52,215.387,7.852
2,09-02-2011,1809119.7,0,90,3.53,215.451,7.852
2,09-09-2011,1748000.65,1,78,3.55,215.515,7.852
2,09-16-2011,1691439.52,0,79,3.53,215.694,7.852
2,09-23-2011,1669299.78,0,76,3.47,216.028,7.852
2,09-30-2011,1650394.44,0,78,3.36,216.362,7.852
2,10-07-2011,1837553.43,0,70,3.28,216.696,7.441
2,10-14-2011,1743882.19,0,72,3.27,217.005,7.441
2,10-21-2011,1834680.25,0,65,3.35,217.165,7.441
2,10-28-2011,1769296.25,0,66,3.37,217.325,7.441
2,11-04-2011,1959707.9,0,56,3.33,217.485,7.441
2,11-11-2011,1920725.15,0,59,3.3,217.646,7.441
2,11-18-2011,1902762.5,0,62,3.31,217.867,7.441
2,11-25-2011,2614202.3,1,56,3.24,218.113,7.441
2,12-02-2011,1954952.0,0,49,3.17,218.359,7.441
2,12-09-2011,2290549.32,0,42,3.16,218.605,7.441
2,12-16-2011,2432736.52,0,50,3.16,218.822,7.441
2,12-23-2011,3224369.8,0,47,3.11,219.0,7.441
2,12-30-2011,1874226.52,1,45,3.13,219.177,7.441
2,01-06-2012,1799520.14,0,47,3.16,219.355,7.057
2,01-13-2012,1744725.48,0,46,3.26,219.533,7.057
2,01-20-2012,1711769.11,0,52,3.27,219.626,7.057
2,01-27-2012,1660906.14,0,50,3.29,219.719,7.057
2,02-03-2012,1935299.94,0,55,3.36,219.812,7.057
2,02-10-2012,2103322.68,1,47,3.41,219.905,7.057
2,02-17-2012,2196688.46,0,44,3.51,220.065,7.057
2,02-24-2012,1861802.7,0,55,3.56,220.276,7.057
2,03-02-2012,1952555.66,0,59,3.63,220.487,7.057
2,03-09-2012,1937628.26,0,57,3.67,220.697,7.057
2,03-16-2012,1976082.13,0,64,3.73,220.85,7.057
2,03-23-2012,1790439.16,0,64,3.79,220.924,7.057
2,03-30-2012,1857480.84,0,67,3.84,220.999,7.057
2,04-06-2012,2129035.91,0,68,3.89,221.074,6.891
2,04-13-2012,1935869.1,0,68,3.89,221.148,6.891
2,04-20-2012,1847344.45,0,66,3.88,221.202,6.891
2,04-27-2012,1764133.09,0,67,3.81,221.256,6.891
2,05-04-2012,1923957.09,0,77,3.75,221.31,6.891
2,05-11-2012,1917520.99,0,74,3.69,221.363,6.891
2,05-18-2012,2000940.67,0,71,3.63,221.38,6.891
2,05-25-2012,1912791.09,0,78,3.56,221.383,6.891
2,06-01-2012,1910092.37,0,78,3.5,221.385,6.891
2,06-08-2012,2010216.49,0,79,3.45,221.388,6.891
2,06-15-2012,1962924.3,0,81,3.39,221.401,6.891
2,06-22-2012,1887733.21,0,81,3.35,221.441,6.891
2,06-29-2012,1881046.12,0,86,3.29,221.481,6.891
2,07-06-2012,2041507.4,0,84,3.23,221.522,6.565
2,07-13-2012,1830075.13,0,80,3.26,221.562,6.565
2,07-20-2012,1819666.46,0,83,3.31,221.57,6.565
2,07-27-2012,1757923.88,0,86,3.41,221.579,6.565
2,08-03-2012,1946104.64,0,90,3.42,221.587,6.565
2,08-10-2012,1866719.96,0,89,3.49,221.595,6.565
2,08-17-2012,1928016.01,0,85,3.57,221.675,6.565
2,08-24-2012,1876788.15,0,77,3.62,221.808,6.565
2,08-31-2012,1947083.3,0,83,3.64,221.942,6.565
2,09-07-2012,1898777.07,1,88,3.73,222.075,6.565
2,09-14-2012,1814806.63,0,76,3.72,222.217,6.565
2,09-21-2012,1829415.67,0,71,3.72,222.417,6.565
2,09-28-2012,1746470.56,0,79,3.67,222.616,6.565
2,10-05-2012,1998321.04,0,70,3.62,222.816,6.17
2,10-12-2012,1900745.13,0,61,3.6,223.015,6.17
2,10-19-2012,1847990.41,0,68,3.59,223.06,6.17
2,10-26-2012,1834458.35,0,70,3.51,223.078,6.17
3,02-05-2010,461622.22,0,46,2.57,214.425,7.368
3,02-12-2010,420728.96,1,48,2.55,214.575,7.368
3,02-19-2010,421642.19,0,47,2.51,214.62,7.368
3,02-26-2010,407204.86,0,52,2.56,214.648,7.368
3,03-05-2010,415202.04,0,53,2.62,214.675,7.368
3,03-12-2010,384200.69,0,63,2.67,214.703,7.368
3,03-19-2010,375328.59,0,60,2.72,214.53,7.368
3,03-26-2010,359949.27,0,57,2.73,214.324,7.368
3,04-02-2010,423294.4,0,66,2.72,214.118,7.343
3,04-09-2010,415870.28,0,68,2.77,213.912,7.343
3,04-16-2010,354993.26,0,67,2.81,213.773,7.343
3,04-23-2010,339976.65,0,68,2.8,213.722,7.343
3,04-30-2010,361248.39,0,70,2.78,213.672,7.343
3,05-07-2010,399323.86,0,73,2.84,213.621,7.343
3,05-14-2010,384357.94,0,77,2.85,213.62,7.343
3,05-21-2010,343763.17,0,76,2.83,213.912,7.343
3,05-28-2010,350089.23,0,79,2.76,214.204,7.343
3,06-04-2010,396968.8,0,79,2.7,214.496,7.343
3,06-11-2010,355017.09,0,82,2.67,214.788,7.343
3,06-18-2010,364076.85,0,84,2.64,214.786,7.343
3,06-25-2010,357346.48,0,84,2.65,214.666,7.343
3,07-02-2010,381151.72,0,82,2.67,214.546,7.346
3,07-09-2010,349214.18,0,82,2.64,214.427,7.346
3,07-16-2010,352728.78,0,84,2.62,214.418,7.346
3,07-23-2010,352864.49,0,83,2.61,214.556,7.346
3,07-30-2010,347955.05,0,82,2.64,214.695,7.346
3,08-06-2010,402635.76,0,85,2.63,214.834,7.346
3,08-13-2010,339597.38,0,87,2.69,214.973,7.346
3,08-20-2010,351728.21,0,88,2.66,214.931,7.346
3,08-27-2010,362134.09,0,86,2.62,214.89,7.346
3,09-03-2010,366473.97,0,84,2.58,214.848,7.346
3,09-10-2010,352260.97,1,81,2.56,214.807,7.346
3,09-17-2010,363064.64,0,82,2.58,214.832,7.346
3,09-24-2010,355626.87,0,77,2.62,214.908,7.346
3,10-01-2010,358784.1,0,74,2.6,214.985,7.564
3,10-08-2010,395107.35,0,67,2.63,215.061,7.564
3,10-15-2010,345584.39,0,70,2.72,215.129,7.564
3,10-22-2010,348895.98,0,72,2.72,215.178,7.564
3,10-29-2010,348591.74,0,72,2.72,215.227,7.564
3,11-05-2010,423175.56,0,63,2.69,215.277,7.564
3,11-12-2010,386635.03,0,63,2.73,215.326,7.564
3,11-19-2010,372545.32,0,58,2.77,215.207,7.564
3,11-26-2010,565567.84,1,69,2.74,215.061,7.564
3,12-03-2010,476420.77,0,54,2.71,214.915,7.564
3,12-10-2010,467642.03,0,51,2.84,214.769,7.564
3,12-17-2010,498159.39,0,52,2.87,214.705,7.564
3,12-24-2010,605990.41,0,57,2.89,214.702,7.564
3,12-31-2010,382677.76,1,53,2.94,214.699,7.564
3,01-07-2011,378241.34,0,53,2.98,214.696,7.551
3,01-14-2011,381061.1,0,45,2.98,214.747,7.551
3,01-21-2011,350876.7,0,51,3.02,215.127,7.551
3,01-28-2011,364866.24,0,49,3.01,215.507,7.551
3,02-04-2011,438516.53,0,46,2.99,215.886,7.551
3,02-11-2011,430526.21,1,44,3.02,216.266,7.551
3,02-18-2011,432782.1,0,62,3.04,216.584,7.551
3,02-25-2011,397211.19,0,67,3.06,216.878,7.551
3,03-04-2011,437084.51,0,65,3.29,217.172,7.551
3,03-11-2011,404753.3,0,61,3.46,217.465,7.551
3,03-18-2011,392109.51,0,69,3.49,217.724,7.551
3,03-25-2011,380683.67,0,73,3.47,217.967,7.551
3,04-01-2011,374556.08,0,69,3.52,218.211,7.574
3,04-08-2011,384075.31,0,73,3.62,218.455,7.574
3,04-15-2011,366250.69,0,76,3.74,218.679,7.574
3,04-22-2011,391860.04,0,77,3.81,218.851,7.574
3,04-29-2011,367405.4,0,79,3.81,219.024,7.574
3,05-06-2011,413042.12,0,69,3.91,219.196,7.574
3,05-13-2011,386312.68,0,80,3.9,219.368,7.574
3,05-20-2011,364603.13,0,76,3.91,219.127,7.574
3,05-27-2011,369350.6,0,84,3.79,218.886,7.574
3,06-03-2011,394507.84,0,84,3.7,218.645,7.574
3,06-10-2011,391638.75,0,85,3.65,218.404,7.574
3,06-17-2011,403423.34,0,87,3.64,218.355,7.574
3,06-24-2011,385520.71,0,85,3.59,218.451,7.574
3,07-01-2011,368962.72,0,85,3.52,218.547,7.567
3,07-08-2011,395146.24,0,85,3.48,218.642,7.567
3,07-15-2011,373454.33,0,87,3.58,218.728,7.567
3,07-22-2011,360617.37,0,86,3.65,218.786,7.567
3,07-29-2011,345381.29,0,88,3.68,218.844,7.567
3,08-05-2011,409981.25,0,88,3.68,218.902,7.567
3,08-12-2011,380376.85,0,89,3.64,218.961,7.567
3,08-19-2011,379716.91,0,88,3.55,219.023,7.567
3,08-26-2011,366367.55,0,88,3.52,219.087,7.567
3,09-02-2011,375988.69,0,89,3.53,219.15,7.567
3,09-09-2011,377347.49,1,82,3.55,219.214,7.567
3,09-16-2011,375629.51,0,84,3.53,219.397,7.567
3,09-23-2011,365248.94,0,80,3.47,219.741,7.567
3,09-30-2011,368477.93,0,83,3.36,220.086,7.567
3,10-07-2011,403342.4,0,76,3.28,220.43,7.197
3,10-14-2011,368282.57,0,74,3.27,220.749,7.197
3,10-21-2011,394976.36,0,69,3.35,220.914,7.197
3,10-28-2011,389540.62,0,71,3.37,221.08,7.197
3,11-04-2011,459443.22,0,59,3.33,221.246,7.197
3,11-11-2011,407764.25,0,62,3.3,221.412,7.197
3,11-18-2011,398838.97,0,64,3.31,221.643,7.197
3,11-25-2011,556925.19,1,68,3.24,221.901,7.197
3,12-02-2011,472511.32,0,55,3.17,222.159,7.197
3,12-09-2011,468772.8,0,49,3.16,222.417,7.197
3,12-16-2011,510747.62,0,58,3.16,222.643,7.197
3,12-23-2011,551221.21,0,53,3.11,222.826,7.197
3,12-30-2011,410553.88,1,48,3.13,223.009,7.197
3,01-06-2012,398178.21,0,52,3.16,223.192,6.833
3,01-13-2012,367438.62,0,52,3.26,223.376,6.833
3,01-20-2012,365818.61,0,56,3.27,223.47,6.833
3,01-27-2012,349518.1,0,58,3.29,223.565,6.833
3,02-03-2012,424960.66,0,59,3.36,223.659,6.833
3,02-10-2012,473292.47,1,52,3.41,223.754,6.833
3,02-17-2012,475591.08,0,52,3.51,223.917,6.833
3,02-24-2012,418925.47,0,60,3.56,224.132,6.833
3,03-02-2012,469752.56,0,62,3.63,224.347,6.833
3,03-09-2012,445162.05,0,61,3.67,224.562,6.833
3,03-16-2012,411775.8,0,64,3.73,224.717,6.833
3,03-23-2012,413907.25,0,67,3.79,224.791,6.833
3,03-30-2012,407488.84,0,69,3.84,224.865,6.833
3,04-06-2012,503232.13,0,73,3.89,224.939,6.664
3,04-13-2012,420789.74,0,73,3.89,225.014,6.664
3,04-20-2012,434822.13,0,72,3.88,225.069,6.664
3,04-27-2012,394616.11,0,73,3.81,225.124,6.664
3,05-04-2012,439913.57,0,80,3.75,225.18,6.664
3,05-11-2012,431985.36,0,75,3.69,225.235,6.664
3,05-18-2012,418112.76,0,72,3.63,225.251,6.664
3,05-25-2012,413701.29,0,79,3.56,225.252,6.664
3,06-01-2012,432268.53,0,82,3.5,225.252,6.664
3,06-08-2012,446336.8,0,82,3.45,225.252,6.664
3,06-15-2012,442074.79,0,85,3.39,225.264,6.664
3,06-22-2012,419497.95,0,83,3.35,225.307,6.664
3,06-29-2012,422965.33,0,86,3.29,225.349,6.664
3,07-06-2012,411206.5,0,83,3.23,225.392,6.334
3,07-13-2012,416913.1,0,82,3.26,225.434,6.334
3,07-20-2012,432424.85,0,81,3.31,225.444,6.334
3,07-27-2012,389427.9,0,85,3.41,225.454,6.334
3,08-03-2012,419990.29,0,87,3.42,225.464,6.334
3,08-10-2012,391811.6,0,86,3.49,225.474,6.334
3,08-17-2012,394918.83,0,87,3.57,225.556,6.334
3,08-24-2012,412449.67,0,83,3.62,225.693,6.334
3,08-31-2012,408838.73,0,85,3.64,225.829,6.334
3,09-07-2012,408229.73,1,85,3.73,225.966,6.334
3,09-14-2012,407589.16,0,78,3.72,226.112,6.334
3,09-21-2012,414392.09,0,73,3.72,226.315,6.334
3,09-28-2012,389813.02,0,77,3.67,226.518,6.334
3,10-05-2012,443557.65,0,73,3.62,226.721,6.034
3,10-12-2012,410804.39,0,70,3.6,226.924,6.034
3,10-19-2012,424513.08,0,73,3.59,226.969,6.034
3,10-26-2012,405432.7,0,75,3.51,226.987,6.034
4,02-05-2010,2135143.87,0,44,2.6,126.442,8.623
4,02-12-2010,2188307.39,1,29,2.57,126.496,8.623
4,02-19-2010,2049860.26,0,36,2.54,126.526,8.623
4,02-26-2010,1925728.84,0,41,2.59,126.552,8.623
4,03-05-2010,1971057.44,0,43,2.65,126.578,8.623
4,03-12-2010,1894324.09,0,50,2.7,126.604,8.623
4,03-19-2010,1897429.36,0,55,2.74,126.607,8.623
4,03-26-2010,1762539.3,0,40,2.75,126.605,8.623
4,04-02-2010,1979247.12,0,49,2.74,126.603,7.896
4,04-09-2010,1818452.72,0,54,2.77,126.602,7.896
4,04-16-2010,1851519.69,0,56,2.81,126.562,7.896
4,04-23-2010,1802677.9,0,57,2.8,126.471,7.896
4,04-30-2010,1817273.28,0,53,2.79,126.381,7.896
4,05-07-2010,2000626.14,0,57,2.84,126.29,7.896
4,05-14-2010,1875597.28,0,62,2.84,126.209,7.896
4,05-21-2010,1903752.6,0,67,2.82,126.184,7.896
4,05-28-2010,1857533.7,0,68,2.76,126.16,7.896
4,06-04-2010,1903290.58,0,71,2.7,126.136,7.896
4,06-11-2010,1870619.23,0,78,2.67,126.112,7.896
4,06-18-2010,1929736.35,0,82,2.64,126.114,7.896
4,06-25-2010,1846651.95,0,81,2.65,126.127,7.896
4,07-02-2010,1881337.21,0,74,2.67,126.139,7.372
4,07-09-2010,1812208.22,0,80,2.64,126.152,7.372
4,07-16-2010,1898427.66,0,79,2.62,126.15,7.372
